article_id,title,article_url,section_count,step_section_count,link_count,categories,headings,source_export,json_file
KB000018706,How do I prepare to take a quiz or exam in Canvas?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000018706,4,0,7,IT Services | Teaching and Learning Technology - Canvas - Assessments and Assignments,Introduction | Prepare for the exam | Exams using Respondus Lockdown Browser | Exam troubleshooting,canvas_kb.json,KB000018706.json
KB000018766,How do I access Student/Employee Hub resources?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000018766,2,1,2,IT Services | Administrative and Business | Student Information Systems | Student Hub,Introduction | Access resources,studenthub_kb.json,KB000018766.json
KB000018772,How do I allow students or staff to complete a self-check using Turnitin?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000018772,1,0,6,IT Services | Teaching and Learning Technology - Turnitin,Introduction,canvas_kb.json,KB000018772.json
KB000018773,How do I create a Turnitin graded assignment that allows multiple submissions?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000018773,1,0,10,IT Services | Teaching and Learning Technology - Turnitin,Introduction,canvas_kb.json,KB000018773.json
KB000018826,How do I view and resolve holds and blocks on Student Hub?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000018826,3,2,2,IT Services | Administrative and Business | Student Information Systems | Student Hub,Introduction | View blocks and holds | Resolve blocks and holds,studenthub_kb.json,KB000018826.json
KB000018930,What is a digital poster assignment?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000018930,18,0,37,IT Services | Teaching and Learning Technology | Canvas | Assessments and Assignments,Introduction | Digital presentation tools | Digital tools for asynchronous format | Digital tools for synchronous format | Assignment design and delivery options | Virtual poster sessions | Lightning Talks | Student resources,canvas_kb.json,KB000018930.json
KB000018970,What are the best practices for recording videos for teaching?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000018970,7,0,12,IT Services | Teaching and Learning Technology - Canvas - Getting Started,What are the best practices for recording videos for teaching? | Audio | Narrated lecture | Screen capture | Video | Visual content | Resources; Links,canvas_kb.json,KB000018970.json
KB000019186,How do I update my personal email address and cell phone number in the Student Hub?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000019186,2,1,1,IT Services | Administrative and Business | Student Information Systems | Student Hub,Introduction | Update personal email address and cell phone number,studenthub_kb.json,KB000019186.json
KB000019247,How do I allow individual students to resubmit an assignment after the deadline?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000019247,2,0,2,IT Services | Teaching and Learning Technology - Canvas - Assessments and Assignments,Introduction | Allow resubmission,canvas_kb.json,KB000019247.json
KB000019268,How do I view a log of student quiz participation in Canvas?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000019268,4,0,4,IT Services | Teaching and Learning Technology | Canvas | Assessments and Assignments,Introduction | View quiz log results | Example session | Resources,canvas_kb.json,KB000019268.json
KB000019332,How do I set my Canvas Course Time Zone?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000019332,2,0,2,IT Services | Teaching and Learning Technology - Canvas - Getting Started,How do I set my Canvas Course Time Zone? | Set the Course Time Zone; Step 1,canvas_kb.json,KB000019332.json
KB000019357,How do I copy a Classic Quiz question bank to another course in Canvas?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000019357,4,0,4,IT Services | Teaching and Learning Technology - Canvas - Assessments and Assignments,Introduction | Add questions from a question bank into quizzes. | Import a question bank from another course | Add questions from a question bank into quizzes,canvas_kb.json,KB000019357.json
KB000019386,How do I assign group assignments in Canvas?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000019386,6,0,2,IT Services | Teaching and Learning Technology | Canvas | Assessments and Assignments,Introduction | Create a graded group assignment | see How do I create Groups in Canvas? for more information. | Create a group assignment that is graded individually | see How do I create Groups in Canvas? for more details. | Change a graded group assignment to an individual assignment,canvas_kb.json,KB000019386.json
KB000019402,How do I connect to NUwave on Chromebook?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000019402,2,1,0,Infrastructure | Network and Connectivity Management | Wireless Networks,Introduction | Connect to NUwave on Chromebook,wifi_kb.json,KB000019402.json
KB000019625,What are the survey tools available to me as an instructor?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000019625,6,0,9,IT Services | Teaching and Learning Technology | Canvas | Assessments and Assignments,Introduction | Survey tool comparison matrix | Canvas Survey in Quizzes | Microsoft Polls | Poll Everywhere | Qualtrics,canvas_kb.json,KB000019625.json
KB000019747,What are Canvas Outcomes?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000019747,2,0,4,IT Services | Teaching and Learning Technology | Canvas | Assessments and Assignments,Introduction | Canvas Outcomes is not recommended,canvas_kb.json,KB000019747.json
KB000020085,What is Wolfram Alpha Pro?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000020085,1,0,9,IT Services | Desktop and Mobile Computing | Software and Application Distribution | Statistical and Computational,Introduction,software_kb.json,KB000020085.json
KB000021646,How do I fix installation error for NVIVO 14 on Mac?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000021646,1,1,1,IT Services | Desktop and Mobile Computing - Software and Application Distribution - Statistical and Computational,Introduction,software_kb.json,KB000021646.json
KB000021992,How do I set up passwordless authentication using Authenticator?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000021992,3,3,3,IT Services | Accounts and Access | Northeastern Account Access | Multi-Factor Authentication (MFA),Set up the Microsoft Authenticator app | Enable phone sign-in | Test Microsoft Authenticator,mfa_kb.json,KB000021992.json
KB000022111,How do I create an assignment in Canvas using Lucid?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000022111,1,1,2,IT Services | Teaching and Learning Technology | Canvas | Assessments and Assignments,Introduction,canvas_kb.json,KB000022111.json
KB000022112,How do I fix the Local Computer error on SPSS on macOS?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000022112,1,1,2,IT Services | Desktop and Mobile Computing | Software and Application Distribution | Statistical and Computational,Introduction,software_kb.json,KB000022112.json
KB000022113,How do I submit an assignment in Canvas using Lucid?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000022113,1,0,0,IT Services | Teaching and Learning Technology - Canvas - Assessments and Assignments,Introduction,canvas_kb.json,KB000022113.json
KB000022341,How do I enable an external tool in a Canvas assignment?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000022341,1,0,1,IT Services | Teaching and Learning Technology - Canvas - Getting Started,Configure external tool submissions,canvas_kb.json,KB000022341.json
KB000022414,How do I add an external tool in a Canvas Module?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB000022414,1,0,1,IT Services | Teaching and Learning Technology - Canvas - Getting Started,Introduction,canvas_kb.json,KB000022414.json
KB0012455,How do I change the username on my Northeastern student account?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0012455,3,3,3,IT Services | Accounts and Access - Northeastern Account Settings,Introduction | Update the official name through the Office of the Registrar | Request Northeastern username change,account_and_access_kb.json,KB0012455.json
KB0012457,How do I reset my forgotten Northeastern account password?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0012457,1,1,2,IT Services | Accounts and Access - Northeastern Account Settings,Reset your forgotten Northeastern password,account_and_access_kb.json,KB0012457.json
KB0012505,How do I connect to NUwave on Windows?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0012505,2,1,0,IT Services | Infrastructure - Network and Connectivity Management - Wireless Networks,Introduction | Connect to NUwave on Windows,wifi_kb.json,KB0012505.json
KB0012523,What is NUwave-guest?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0012523,4,2,4,IT Services | Infrastructure - Network and Connectivity Management - Wireless Networks,Introduction | Limitations | Locations | Help,wifi_kb.json,KB0012523.json
KB0012541,How do I access Abaqus?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0012541,3,1,2,College of Engineering | Software,Introduction | Download Abaqus | Help,software_kb.json,KB0012541.json
KB0012544,How do I access ArcGIS?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0012544,1,0,9,IT Services | Desktop and Mobile Computing - Software and Application Distribution - Statistical and Computational,Introduction,software_kb.json,KB0012544.json
KB0012562,"How do I access Mathematica, Mathematica Online, and Wolfram Alpha Pro software?",https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0012562,1,0,9,IT Services | Desktop and Mobile Computing | Software and Application Distribution | Statistical and Computational,Introduction,software_kb.json,KB0012562.json
KB0012582,How do I update my MATLAB license?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0012582,1,1,2,IT Services | Desktop and Mobile Computing | Software and Application Distribution | Statistical and Computational,Introduction,software_kb.json,KB0012582.json
KB0012594,How do I access SPSS Statistics and Modeler?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0012594,1,0,7,IT Services | Desktop and Mobile Computing | Software and Application Distribution | Statistical and Computational,Introduction,software_kb.json,KB0012594.json
KB0012610,How do I find my NUID number?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0012610,2,1,3,IT Services | Accounts and Access - Northeastern Account Settings,Introduction | Find your NUID,account_and_access_kb.json,KB0012610.json
KB0012646,How do I access ChemDraw?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0012646,1,0,2,Desktop and Mobile Computing | Software and Application Distribution | Other Applications,Introduction,software_kb.json,KB0012646.json
KB0012649,How do I enroll in Duo multi-factor authentication (MFA)?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0012649,3,1,4,IT Services | Accounts and Access | Northeastern Account Access | Multi-Factor Authentication (MFA),Introduction | Enroll in MFA | Note,mfa_kb.json,KB0012649.json
KB0012666,How do I access AutoCAD?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0012666,1,0,2,IT Services | Desktop and Mobile Computing | Software and Application Distribution | Other Applications,Introduction,software_kb.json,KB0012666.json
KB0012760,How do I register for individual NUwave-guest access?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0012760,2,1,2,IT Services | Infrastructure - Network and Connectivity Management - Wireless Networks - Guest,Introduction | Register for access,wifi_kb.json,KB0012760.json
KB0013122,How do I connect to the Internet?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0013122,7,0,8,IT Services | Infrastructure - Network and Connectivity Management - Wireless Networks,Wireless networks | NUwave | NUwave-guest | NURes-Device | Wired networks | ResNet | NUnet,wifi_kb.json,KB0013122.json
KB0013126,How do I register a device on NURes-device?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0013126,2,1,3,IT Services | Infrastructure - Network and Connectivity Management - Wireless Networks,Introduction | Register your device,wifi_kb.json,KB0013126.json
KB0013407,How do I connect to NUwave on Linux?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0013407,4,3,0,IT Services | Desktop and Mobile Computing - Desktop and Mobile Device Support - Linux,Introduction | Connect to NUwave on Linux | Update network settings and wpa_supplicant | Configure with iwd (Intel Wireless Daemon),wifi_kb.json,KB0013407.json
KB0013701,How do I connect to NUwave on an iPhone?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0013701,3,2,2,Infrastructure | Network and Connectivity Management | Wireless Networks,Connect to NUwave on iPhone | Troubleshooting | Help,wifi_kb.json,KB0013701.json
KB0013789,How do I change my faculty/staff username?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0013789,2,2,4,IT Services | Accounts and Access - Northeastern Account Settings,"Introduction | Change legal, preferred, or chosen name",account_and_access_kb.json,KB0013789.json
KB0013799,How do I install VPN on Windows?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0013799,4,0,3,IT Services | Infrastructure - Network and Connectivity Management - Remote Access/VPN,Introduction | Northeastern-managed computer | Personal computer | Without administrator credentials,vpn_kb.json,KB0013799.json
KB0013800,How do I Install VPN on a Mac?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0013800,1,1,4,IT Services | Infrastructure - Network and Connectivity Management - Remote Access/VPN,Introduction,vpn_kb.json,KB0013800.json
KB0013802,How do I access Microsoft Azure Dev Tools for Teaching?,https://service.northeastern.edu/tech?id=kb_article_view&sysparm_article=KB0013802,1,0,2,IT Services | Desktop and Mobile Computing - Software and Application Distribution - Statistical and Computational,Introduction,software_kb.json,KB0013802.json
